AP02_080725.csv;;Schick;30.07.2025 16:06:22;GENESYS 10S UV-Vis;2L9S114206;4.005
nm;A
1005;0,0005
1006;0,0006
1007;0,0022
1008;0,0008
1009;0,0018
1010;0,0019
1011;0,0012
1012;0,001
1013;0,001
1014;0,0013
1015;0,0016
1016;0,0014
1017;0,0028
1018;0,0016
1019;0,0016
1020;0,0029
1021;0,0029
1022;0,001
1023;0,0031
1024;0,0027
1025;0,0027
1026;0,0031
1027;0,003
1028;0,0032
1029;0,003
1030;0,0023
1031;0,0031
1032;0,003
1033;-0,0005
1034;0,0008
1035;0,0036
1036;-0,0004
1037;0,0005
1038;0,0012
1039;0,004
1040;0,0039
1041;0,0041
1042;0,0021
1043;0,0027
1044;0,0009
1045;0,0011
1046;0,003
1047;0,0036
1048;0,0025
1049;0,0011
1050;0,0012
1051;0,0013
1052;0,0018
1053;0,0012
1054;0,0041
1055;0,0011
1056;0,0057
1057;0,003
1058;0,0038
1059;0,0036
1060;0,0031
1061;0,0015
1062;0,0027
1063;0,0022
1064;-0,0003
1065;-0,0011
1066;0,001
1067;0,0027
1068;0,0019
1069;0,0016
1070;0,0032
1071;0,0029
1072;-0,0007
1073;0,0029
1074;0,0064
1075;0,0015
1076;0,0052
1077;0,0016
1078;0,0017
1079;0,002
1080;0,0018
1081;-0,0013
1082;0,0004
1083;0,0008
1084;0,002
1085;0,0048
1086;0,0013
1087;0,0037
1088;0,0019
1089;0,0045
1090;0,0007
1091;0,0027
1092;0,0033
1093;0,0038
1094;0,0077
1095;-0,0002
1096;0,0059
1097;0,0002
1098;0,0077
1099;0,0012
1100;0,0086
