375,-4.985,-4.508,-2.915,-2.861,-2.166,-1.747,-2.125,-1.971,-2.301,-1.750,-2.126,-1.542,-1.365,-1.355,-1.454,-1.711,-1.207,-1.304,-1.227,-1.377,-1.042,-0.831,-1.082,-1.051,-1.009,-1.107,-1.087,-0.968,-0.820,-1.143,-0.781,-0.911,-0.792,-0.966,-0.801,-0.821,-0.938,-0.772,-0.836,-0.824,-0.733,-0.735,-0.728,-0.779,-0.596,-0.625,-0.804,-0.369,-0.401,-0.438,-0.473,-0.203,-0.288,-0.438,-0.233,0.104,0.288,0.169,0.015,1.291,53.188,421.251,1373.499,1200.240,316.300,18.253,2.648,2.852,3.076,3.148,3.508,4.490,5.800,6.433,6.292,7.402,7.976,8.481,10.398,11.861,11.178,12.427,13.515,14.602,14.295,15.086,16.191,18.256,18.788,21.117,21.615,22.007,21.673,21.836,21.157,21.700,22.544,23.145,23.117,23.343,23.726,23.080,23.267,23.692,23.354,23.346,24.826,22.647,24.318,22.621,22.879,21.586,20.984,22.800,21.816,19.792,21.564,20.466,19.035,18.686,18.610,18.060,18.900,16.751,16.160,16.435,14.926,15.853,13.866,15.384,13.872,13.554,13.745,13.303,13.569,12.230,11.273,11.086,10.956,11.236,10.451,9.307,10.304,9.684,9.341,8.887,8.407,8.756,7.451,7.149,6.742,6.866,6.027,6.557,4.949,5.228,5.486,4.999,4.444,5.000,3.976,4.607,4.797,3.977,3.589,4.337,3.625,3.469,3.391,2.097,2.363,2.254,2.847,2.361,1.722,0.735,
380,-3.771,-4.305,-2.950,-2.776,-2.970,-2.536,-2.392,-1.858,-1.913,-1.508,-2.002,-1.532,-1.525,-1.467,-1.092,-1.457,-1.463,-1.209,-1.324,-0.661,-1.294,-0.928,-1.065,-1.135,-1.066,-0.666,-1.165,-0.951,-0.946,-0.915,-0.920,-0.731,-0.733,-0.632,-0.688,-0.901,-0.878,-0.651,-0.931,-0.626,-0.689,-0.798,-0.511,-0.552,-0.716,-0.585,-0.567,-0.588,-0.562,-0.570,-0.420,-0.452,-0.311,-0.161,-0.100,-0.458,-0.363,-0.222,0.280,0.174,0.086,0.244,6.217,168.438,894.348,1460.802,693.031,88.785,3.926,2.451,2.951,3.324,3.479,4.123,4.411,5.248,5.726,6.756,7.820,8.572,8.961,10.567,10.372,11.452,11.530,12.682,12.640,13.873,14.511,15.128,17.199,17.904,19.501,19.045,20.112,19.892,19.063,20.487,19.586,20.491,19.009,20.680,20.301,21.583,20.445,20.676,21.358,20.598,20.321,21.405,20.368,18.907,19.049,21.123,19.078,19.086,18.506,18.806,17.897,16.484,16.999,16.799,16.201,15.731,15.948,15.165,15.320,14.024,15.015,12.938,13.496,13.881,13.172,13.358,11.237,11.219,11.591,11.164,9.907,10.993,9.908,9.351,9.023,8.731,10.167,8.487,8.480,8.022,6.333,6.309,6.129,5.858,6.322,5.036,4.373,5.821,4.359,5.174,4.272,4.251,4.230,4.484,4.250,3.727,2.643,2.929,3.393,2.560,2.878,2.775,3.038,2.263,2.343,1.912,2.657,1.381,
385,-4.900,-3.854,-3.424,-2.434,-2.986,-1.832,-2.328,-2.075,-1.801,-2.039,-1.625,-1.822,-1.181,-1.545,-1.649,-1.135,-1.189,-0.809,-1.028,-1.149,-1.276,-1.061,-0.874,-0.954,-1.080,-1.028,-1.062,-0.836,-0.977,-0.949,-1.023,-1.079,-0.909,-0.780,-0.620,-0.490,-0.912,-0.763,-0.668,-0.649,-0.628,-0.689,-0.792,-0.452,-0.582,-0.619,-0.692,-0.688,-0.589,-0.371,-0.615,-0.596,-0.341,-0.636,0.040,-0.348,-0.481,-0.581,-0.264,0.021,0.084,-0.007,-0.241,0.436,0.719,25.823,389.451,1229.149,1238.571,345.345,25.102,2.249,2.774,2.783,3.062,3.663,3.285,4.392,4.719,6.051,6.113,7.500,8.183,7.939,8.922,9.843,10.226,10.464,10.854,12.175,11.893,13.563,13.395,14.659,15.932,16.160,17.561,17.351,17.762,19.301,16.324,17.353,18.416,19.156,18.696,17.289,17.504,17.698,17.556,16.284,17.446,19.077,16.917,16.762,17.597,17.311,16.718,16.915,15.345,16.742,15.130,15.294,14.905,13.857,14.972,13.340,13.515,12.863,12.108,12.896,13.342,11.941,10.744,10.988,10.258,9.580,10.221,8.811,10.038,9.783,7.956,9.442,8.990,8.629,7.440,8.591,6.415,7.379,6.894,6.273,6.668,6.301,5.169,5.601,5.234,4.884,5.466,3.959,3.888,3.964,3.651,3.794,3.856,3.289,2.881,2.820,2.891,2.233,2.432,2.641,1.973,2.911,2.005,1.678,1.648,1.448,
390,-5.187,-3.645,-3.814,-2.226,-1.692,-1.838,-1.713,-2.008,-1.312,-1.275,-1.604,-1.695,-1.704,-1.478,-1.308,-1.054,-1.267,-1.338,-1.208,-1.056,-1.193,-0.688,-1.014,-1.049,-0.733,-1.154,-0.596,-1.073,-0.860,-0.998,-0.908,-1.012,-0.744,-1.050,-0.450,-0.768,-0.666,-0.642,-0.774,-0.743,-0.587,-0.793,-0.806,-0.548,-0.605,-0.751,-0.681,-0.550,-0.354,-0.354,-0.553,-0.360,-0.477,-0.359,-0.203,-0.239,-0.373,-0.465,-0.062,-0.285,-0.352,-0.237,0.098,0.299,0.155,0.270,0.512,5.985,142.132,844.644,1410.111,708.736,80.400,4.345,1.672,2.294,2.207,3.069,2.891,3.537,4.122,5.460,4.719,5.681,6.317,6.604,7.195,8.362,8.989,8.742,9.551,10.343,10.404,11.586,11.833,12.628,11.912,12.592,15.269,15.366,15.391,15.817,15.280,15.008,14.868,15.883,16.259,13.899,14.451,14.850,15.332,15.764,14.657,14.472,14.375,14.109,14.150,14.736,15.190,13.039,14.260,14.584,13.883,13.405,12.808,13.766,12.334,12.186,12.415,10.976,10.229,9.778,11.169,10.583,9.219,9.105,9.471,9.526,8.008,8.871,8.662,8.331,7.391,7.354,7.591,6.486,7.109,5.702,6.396,5.678,4.778,4.884,4.878,4.373,4.699,4.157,3.772,4.487,4.060,3.348,3.534,3.209,2.685,2.843,3.001,2.566,2.662,1.583,1.514,1.809,1.708,1.747,1.771,2.046,1.344,0.708,
395,-5.118,-3.255,-3.056,-2.406,-1.495,-1.997,-2.167,-1.952,-1.861,-1.816,-1.774,-1.114,-1.367,-1.155,-1.284,-1.225,-1.147,-1.048,-0.987,-0.590,-0.653,-1.033,-1.224,-0.649,-0.846,-0.928,-0.875,-1.003,-0.739,-0.812,-0.622,-0.746,-0.722,-0.935,-0.652,-0.654,-0.585,-0.422,-0.320,-0.278,-0.433,-0.594,-0.605,-0.512,-0.441,-0.474,-0.486,-0.628,-0.586,-0.478,-0.433,-0.527,-0.550,-0.533,-0.448,-0.335,-0.554,-0.235,-0.164,-0.356,-0.363,-0.458,-0.017,-0.118,-0.145,0.001,0.021,0.326,0.359,0.997,31.703,363.985,1212.110,1128.465,278.575,13.644,1.994,1.730,2.033,1.955,2.454,3.129,3.428,3.386,4.910,5.156,5.057,5.354,5.777,7.245,7.676,8.059,8.279,8.283,8.997,9.298,9.628,9.443,10.268,10.401,11.652,12.516,13.479,14.575,13.731,13.830,13.981,12.967,12.405,13.092,13.152,12.260,12.211,12.257,12.976,12.122,12.572,12.073,10.979,10.853,11.037,11.731,11.502,11.820,10.594,10.347,9.953,10.709,10.509,9.103,8.502,8.960,10.270,9.025,8.337,9.144,8.427,7.701,7.240,7.462,6.787,6.393,6.638,6.368,5.867,5.657,5.672,5.856,5.981,5.451,4.970,4.235,3.786,3.887,3.591,3.862,3.706,2.984,3.399,3.228,2.513,3.077,3.615,2.490,2.707,3.001,2.594,2.493,1.994,2.113,1.613,2.176,1.051,1.140,1.356,0.852,
400,-3.981,-3.195,-2.019,-1.549,-1.999,-1.736,-1.846,-2.074,-1.899,-1.145,-1.451,-1.310,-1.218,-1.164,-1.149,-1.222,-0.836,-1.206,-0.975,-0.907,-0.719,-1.075,-0.767,-0.881,-0.926,-0.779,-0.796,-0.760,-0.740,-0.583,-0.757,-0.706,-0.768,-0.787,-0.494,-0.594,-0.440,-0.662,-0.624,-0.750,-0.466,-0.573,-0.546,-0.661,-0.516,-0.309,-0.581,-0.577,-0.408,-0.411,-0.501,-0.437,-0.568,-0.425,-0.210,-0.331,-0.109,-0.186,-0.340,-0.260,-0.276,-0.310,-0.361,-0.158,-0.106,-0.163,0.173,0.156,-0.118,0.109,0.103,0.142,5.621,104.499,713.881,1274.331,655.297,84.080,3.162,1.533,1.446,1.969,2.392,2.683,2.868,2.873,3.514,4.074,5.176,4.557,5.095,5.280,6.177,6.306,6.343,7.267,6.865,8.627,8.509,8.272,8.713,8.145,10.446,9.820,10.606,10.854,12.046,12.171,11.844,11.335,10.467,10.623,10.485,9.723,10.790,10.219,9.788,10.699,10.233,10.105,10.053,9.934,10.496,9.897,9.500,9.128,8.238,8.425,9.515,8.356,8.148,8.334,8.628,7.945,7.139,7.406,7.041,7.242,7.242,6.754,6.173,6.295,6.026,5.268,5.984,5.757,4.740,4.900,5.463,3.999,5.117,3.631,3.735,3.970,3.862,2.958,3.944,3.492,3.517,2.473,2.057,3.582,2.186,1.909,2.808,2.181,2.176,1.896,1.912,1.777,1.846,0.958,1.074,1.264,0.990,1.237,
405,-4.126,-3.421,-2.499,-2.200,-1.370,-1.516,-1.794,-2.061,-1.773,-1.357,-1.144,-1.442,-1.064,-1.586,-1.221,-0.865,-0.949,-0.739,-0.864,-0.564,-0.966,-1.117,-0.891,-0.611,-0.895,-0.724,-0.759,-0.825,-0.678,-0.862,-0.756,-0.580,-0.801,-0.762,-0.807,-0.755,-0.631,-0.626,-0.547,-0.676,-0.635,-0.640,-0.551,-0.532,-0.361,-0.454,-0.623,-0.452,-0.524,-0.351,-0.371,-0.540,-0.443,-0.357,-0.373,-0.281,-0.470,-0.537,-0.108,-0.396,-0.381,-0.183,-0.368,-0.125,-0.174,-0.126,-0.186,-0.132,-0.292,-0.015,-0.002,0.320,0.373,0.212,1.491,45.894,391.887,1206.591,1141.857,289.219,10.895,1.826,1.427,1.943,1.929,2.105,2.513,3.142,3.219,3.772,4.545,4.654,4.659,4.869,5.575,5.944,6.230,6.647,6.596,7.908,8.126,7.824,8.698,9.019,9.472,8.853,8.802,10.091,11.527,10.341,11.718,10.763,11.372,9.853,10.274,9.663,9.113,9.259,9.832,10.258,9.175,8.666,9.121,8.775,9.109,8.981,8.489,9.399,7.866,8.310,8.613,7.827,7.606,7.309,7.641,7.455,6.811,7.127,6.961,5.678,6.383,5.626,5.766,5.684,5.810,4.387,5.072,4.767,4.772,4.662,4.744,3.891,4.238,4.066,3.861,3.596,2.703,3.059,2.286,3.288,3.068,3.073,2.804,3.033,2.251,1.759,2.428,2.321,1.668,1.488,1.844,0.847,1.045,1.687,1.014,1.148,
410,-3.427,-3.136,-2.614,-2.269,-2.287,-1.870,-1.844,-1.743,-1.793,-0.997,-1.514,-1.424,-1.200,-1.192,-1.167,-1.105,-0.727,-1.073,-1.114,-1.150,-0.752,-0.795,-0.716,-0.859,-0.602,-0.905,-0.821,-0.876,-0.800,-0.916,-0.882,-0.711,-0.793,-0.549,-0.699,-0.569,-0.547,-0.518,-0.578,-0.590,-0.462,-0.628,-0.533,-0.691,-0.466,-0.606,-0.389,-0.442,-0.526,-0.604,-0.065,-0.431,-0.467,-0.415,-0.484,-0.318,-0.334,-0.442,-0.455,-0.241,-0.229,-0.311,-0.295,-0.242,-0.261,-0.234,-0.275,-0.204,-0.011,-0.045,-0.235,0.018,0.069,-0.093,-0.113,0.365,0.511,7.393,174.353,917.399,1297.735,486.768,42.974,1.851,1.722,1.785,1.576,1.937,2.879,3.330,3.455,3.978,3.857,4.061,4.209,5.608,4.872,6.053,6.210,6.122,7.187,7.028,7.468,6.790,7.671,8.177,8.536,8.429,9.386,8.242,9.514,10.143,10.355,10.880,10.400,10.194,9.239,9.862,9.135,8.401,8.641,8.865,9.514,8.770,8.984,8.474,8.092,8.030,8.511,8.345,8.450,7.436,7.396,8.310,7.023,7.141,7.092,7.152,5.498,6.347,6.372,5.730,5.935,6.671,5.031,5.281,5.119,4.516,4.513,4.960,4.141,4.342,4.737,4.219,3.656,3.282,3.356,3.314,3.492,4.169,2.974,2.367,2.873,3.240,2.198,3.297,2.343,1.891,2.212,2.118,2.086,1.736,1.592,1.072,2.025,0.988,
415,-3.455,-2.218,-2.166,-2.739,-1.641,-1.514,-2.010,-1.600,-1.514,-1.661,-1.393,-0.944,-1.194,-0.636,-1.146,-0.968,-1.222,-0.989,-0.880,-0.686,-0.652,-0.893,-0.943,-0.808,-0.859,-0.955,-0.537,-0.675,-0.760,-0.901,-0.804,-0.579,-0.459,-0.598,-0.611,-0.657,-0.855,-0.632,-0.721,-0.505,-0.606,-0.641,-0.544,-0.342,-0.441,-0.462,-0.521,-0.443,-0.381,-0.514,-0.507,-0.539,-0.236,-0.339,-0.303,-0.413,-0.491,-0.287,-0.569,-0.371,-0.440,-0.110,-0.151,-0.342,-0.283,-0.352,-0.290,-0.144,-0.284,-0.238,-0.302,-0.283,-0.161,-0.181,-0.194,0.065,0.263,0.415,0.034,1.234,37.536,410.876,1034.572,784.292,162.148,8.982,1.410,1.550,1.906,1.734,2.799,2.038,2.940,3.257,3.107,4.312,4.078,4.677,5.113,5.268,5.552,6.067,6.908,6.302,6.370,6.387,7.752,6.783,7.485,7.785,7.092,7.575,7.750,9.665,9.323,9.009,9.661,9.325,8.948,8.816,7.959,8.662,8.369,7.865,8.339,7.627,7.442,8.314,7.334,7.136,7.809,7.200,7.145,6.826,6.577,7.097,7.278,6.882,6.689,6.153,6.166,6.623,6.902,5.533,4.691,4.970,5.497,3.640,4.739,4.149,4.486,3.918,4.082,4.425,3.868,3.548,3.118,3.449,2.091,3.197,3.061,2.408,2.054,2.054,1.947,2.577,1.869,2.215,1.866,2.138,1.750,1.759,1.136,1.663,1.139,1.366,
420,-3.980,-2.564,-1.690,-2.242,-1.640,-1.522,-1.195,-1.326,-1.583,-1.298,-1.416,-1.215,-0.790,-1.079,-0.783,-0.993,-1.037,-1.030,-0.955,-0.910,-1.032,-0.818,-0.630,-0.902,-0.856,-0.631,-0.515,-0.955,-0.498,-0.591,-0.701,-0.625,-0.662,-0.640,-0.596,-0.553,-0.409,-0.474,-0.507,-0.333,-0.463,-0.589,-0.528,-0.332,-0.454,-0.502,-0.522,-0.387,-0.481,-0.319,-0.419,-0.219,-0.493,-0.360,-0.193,-0.245,-0.338,-0.241,-0.183,-0.349,-0.343,-0.205,-0.381,-0.215,-0.410,-0.383,-0.369,-0.210,-0.174,-0.092,-0.282,-0.282,-0.162,-0.005,0.094,-0.129,0.037,-0.009,-0.011,0.166,0.450,0.782,9.684,172.014,739.299,948.152,337.103,25.482,1.931,1.533,1.802,1.981,2.081,1.999,2.446,2.971,3.520,3.517,4.083,4.220,4.747,5.042,4.671,4.831,5.251,6.736,5.900,5.801,6.033,6.531,7.436,6.962,7.347,6.122,7.121,7.352,7.545,8.815,8.203,8.542,7.414,7.846,7.363,7.211,6.826,7.821,7.670,6.371,6.722,7.153,6.729,6.209,6.752,6.775,6.481,6.531,6.210,5.818,6.308,5.194,5.736,5.005,4.731,5.439,4.520,4.213,4.214,4.994,3.661,4.271,3.634,4.364,2.954,3.092,3.371,3.488,3.220,2.610,3.350,2.645,2.090,2.984,2.613,2.465,1.859,1.761,1.613,1.859,1.486,1.256,1.414,1.849,0.981,1.271,0.872,1.371,
425,-3.770,-3.114,-2.176,-1.845,-1.870,-1.880,-0.916,-1.239,-1.491,-1.475,-1.228,-1.189,-0.982,-1.136,-0.998,-1.150,-0.959,-0.705,-0.534,-0.880,-0.766,-0.824,-0.843,-0.909,-0.848,-0.770,-0.678,-0.468,-0.680,-0.469,-0.691,-0.604,-0.664,-0.427,-0.626,-0.424,-0.464,-0.448,-0.508,-0.511,-0.467,-0.285,-0.548,-0.406,-0.477,-0.398,-0.471,-0.495,-0.473,-0.391,-0.245,-0.425,-0.352,-0.317,-0.357,-0.419,-0.372,-0.405,-0.078,-0.251,-0.424,-0.340,-0.255,-0.403,-0.209,-0.252,-0.437,-0.355,-0.221,-0.309,-0.161,-0.129,-0.180,-0.189,-0.147,-0.057,-0.141,-0.051,-0.071,-0.104,-0.003,-0.031,-0.030,0.354,1.582,39.232,349.752,820.982,584.043,99.746,4.311,1.056,1.303,1.566,1.988,1.898,2.365,2.778,3.001,2.859,3.187,3.498,3.714,4.194,4.368,4.534,4.646,4.573,5.770,5.097,5.626,6.440,5.136,5.340,5.738,5.980,6.531,5.800,5.621,6.889,7.261,6.572,6.567,7.315,6.886,6.324,6.556,5.745,5.728,5.972,5.775,6.342,5.446,5.851,6.148,4.665,5.157,5.357,5.129,5.499,4.935,3.941,4.080,4.763,4.970,4.355,3.974,3.447,3.934,4.090,3.232,3.029,3.430,3.384,3.373,3.211,2.516,2.342,3.019,2.004,2.157,2.287,2.384,1.703,2.362,2.689,1.645,1.234,1.023,0.774,1.093,1.179,1.475,0.826,0.459,0.887,
430,-2.961,-2.455,-2.251,-2.119,-1.419,-1.408,-1.176,-1.181,-1.581,-1.139,-1.061,-0.802,-1.097,-0.750,-1.066,-0.959,-0.973,-0.861,-0.959,-0.808,-0.842,-0.763,-0.571,-0.816,-0.794,-0.541,-0.584,-0.838,-0.744,-0.669,-0.666,-0.424,-0.452,-0.532,-0.711,-0.621,-0.491,-0.325,-0.440,-0.394,-0.407,-0.430,-0.198,-0.430,-0.468,-0.427,-0.388,-0.442,-0.486,-0.549,-0.461,-0.334,-0.350,-0.325,-0.217,-0.298,-0.376,-0.347,-0.293,-0.270,-0.383,-0.377,-0.371,-0.245,-0.325,-0.366,-0.208,-0.198,-0.335,0.083,-0.186,-0.289,-0.248,-0.146,-0.135,-0.257,-0.201,-0.060,-0.268,-0.139,-0.102,0.122,-0.166,0.031,0.277,0.246,0.269,7.419,101.943,510.058,674.026,282.372,28.516,1.583,1.443,1.305,1.807,1.598,2.124,2.529,2.497,2.370,2.708,3.699,3.661,3.599,3.609,3.731,3.653,4.231,3.756,4.487,4.622,5.465,4.694,5.087,5.717,5.183,5.137,5.016,5.612,5.102,5.403,5.543,5.388,5.909,6.023,5.685,5.828,5.690,5.181,5.159,5.552,4.568,5.244,4.478,4.515,4.695,4.611,4.497,4.619,4.980,4.193,4.146,3.677,3.930,3.907,3.682,3.506,2.936,3.308,2.948,2.527,2.916,2.646,3.125,2.151,3.149,2.685,1.905,2.101,2.476,1.528,2.114,1.852,1.587,1.319,1.595,1.446,1.897,0.970,1.100,1.149,1.093,1.073,1.083,
435,-3.616,-1.490,-2.019,-1.584,-1.444,-1.578,-1.698,-1.158,-1.330,-1.308,-0.971,-0.810,-0.830,-0.831,-0.868,-0.826,-0.839,-0.774,-0.602,-0.504,-0.697,-0.783,-0.489,-0.579,-0.593,-0.730,-0.812,-0.541,-0.557,-0.549,-0.400,-0.598,-0.541,-0.401,-0.371,-0.403,-0.407,-0.581,-0.065,-0.388,-0.464,-0.313,-0.434,-0.284,-0.338,-0.498,-0.420,-0.513,-0.398,-0.301,-0.374,-0.262,-0.497,-0.239,-0.430,-0.409,-0.272,-0.314,-0.242,-0.392,-0.262,-0.337,-0.314,-0.360,-0.370,-0.320,-0.180,-0.173,-0.300,-0.129,-0.210,-0.205,-0.043,-0.322,-0.221,-0.240,-0.119,-0.163,0.066,-0.244,-0.218,-0.118,-0.241,-0.176,0.068,0.174,0.085,0.033,0.198,1.700,35.191,249.771,613.667,423.829,90.166,4.484,1.456,1.187,1.401,1.863,1.823,2.140,2.077,2.228,2.662,2.539,2.879,3.364,2.860,3.170,3.208,3.796,3.792,4.317,4.306,4.624,4.789,3.869,3.450,4.045,4.502,4.079,4.121,4.553,4.648,4.405,4.780,4.431,5.248,4.976,4.929,4.781,4.672,5.161,4.640,4.331,4.594,4.164,4.284,3.637,3.653,4.060,4.021,3.900,3.719,3.618,3.033,3.838,3.267,3.117,3.190,2.528,2.572,2.599,2.376,2.953,2.576,2.139,2.523,1.920,2.372,1.808,2.085,1.793,1.690,1.270,1.659,1.870,1.182,1.304,1.195,1.008,0.962,0.976,1.268,1.051,
440,-3.194,-1.505,-1.983,-1.490,-1.244,-1.232,-1.458,-1.109,-1.149,-1.160,-0.610,-1.057,-0.953,-1.059,-0.854,-0.852,-0.545,-0.465,-0.501,-0.634,-0.606,-0.498,-0.516,-0.488,-0.564,-0.577,-0.480,-0.511,-0.325,-0.503,-0.505,-0.493,-0.526,-0.377,-0.266,-0.367,-0.416,-0.351,-0.237,-0.405,-0.420,-0.413,-0.358,-0.350,-0.437,-0.413,-0.257,-0.235,-0.294,-0.173,-0.330,-0.403,-0.240,-0.273,-0.209,-0.320,-0.176,-0.214,-0.223,-0.174,-0.242,-0.318,-0.226,-0.225,-0.166,-0.210,-0.040,-0.327,-0.182,-0.217,-0.323,-0.123,-0.252,0.002,-0.174,-0.288,-0.020,-0.139,-0.137,-0.172,-0.178,-0.232,-0.093,-0.067,-0.199,-0.018,-0.075,0.114,-0.014,0.099,0.257,0.307,4.310,89.866,390.589,556.733,218.430,24.415,1.435,1.294,1.143,1.482,1.610,1.420,1.693,1.909,2.050,2.295,2.278,2.163,2.248,2.473,2.897,2.565,3.257,3.161,3.209,3.151,3.357,3.742,3.691,3.837,4.338,3.709,3.852,3.820,3.498,3.954,3.834,4.181,4.114,4.292,4.833,4.947,4.360,4.633,4.154,4.190,3.835,3.498,3.548,4.053,3.028,3.571,2.850,3.083,3.242,2.842,2.793,2.865,2.750,2.646,2.308,2.547,2.194,2.270,2.051,2.110,1.989,2.346,1.550,1.735,1.369,1.595,1.816,1.669,1.812,1.558,1.767,1.292,1.448,0.839,0.877,0.781,0.779,0.692,
445,-2.526,-2.592,-1.786,-1.063,-1.660,-1.331,-1.312,-1.311,-1.227,-1.284,-0.600,-0.910,-0.957,-0.736,-0.911,-0.969,-0.650,-0.726,-0.665,-0.608,-0.619,-0.651,-0.612,-0.654,-0.673,-0.487,-0.547,-0.659,-0.654,-0.500,-0.517,-0.433,-0.452,-0.435,-0.347,-0.412,-0.306,-0.366,-0.408,-0.240,-0.287,-0.253,-0.291,-0.348,-0.296,-0.266,-0.261,-0.233,-0.224,-0.246,-0.370,-0.280,-0.118,-0.194,-0.269,-0.254,-0.318,-0.162,-0.241,-0.246,-0.290,-0.239,-0.280,-0.223,-0.201,-0.236,-0.196,-0.269,-0.222,-0.308,-0.032,-0.107,-0.237,-0.273,-0.155,0.060,-0.183,-0.036,-0.167,-0.112,-0.080,-0.146,-0.227,-0.098,-0.050,-0.076,-0.000,-0.122,-0.119,-0.079,0.055,0.160,0.028,0.244,0.634,17.458,184.593,489.181,403.124,91.805,6.057,1.032,0.966,1.276,1.412,1.429,1.300,1.671,1.771,1.794,2.053,2.214,2.575,2.175,2.256,2.618,2.412,3.109,3.050,3.080,3.449,3.165,3.374,2.908,3.006,3.785,3.896,3.422,3.196,3.424,3.510,3.759,3.187,3.485,4.038,3.794,3.654,3.683,3.998,4.201,3.961,3.231,2.672,3.025,3.611,2.699,2.233,2.890,2.552,2.838,2.522,2.833,2.684,1.889,2.353,2.140,1.907,1.939,2.192,1.545,1.831,1.707,1.219,1.551,1.333,1.441,1.114,1.181,1.091,0.958,0.978,1.033,1.402,1.036,0.683,0.467,
450,-2.560,-1.504,-1.607,-1.219,-1.219,-0.997,-0.978,-0.841,-1.348,-1.066,-0.731,-0.879,-0.644,-0.636,-0.668,-0.689,-0.528,-0.534,-0.591,-0.509,-0.596,-0.507,-0.642,-0.374,-0.592,-0.519,-0.385,-0.541,-0.551,-0.418,-0.468,-0.450,-0.357,-0.301,-0.397,-0.219,-0.351,-0.406,-0.371,-0.275,-0.345,-0.212,-0.354,-0.263,-0.322,-0.233,-0.241,-0.369,-0.096,-0.156,-0.256,-0.181,-0.303,-0.162,-0.115,-0.130,-0.116,-0.198,-0.062,-0.101,-0.182,-0.222,-0.118,-0.003,-0.232,-0.166,-0.190,-0.205,-0.060,-0.038,-0.207,-0.127,-0.221,-0.108,-0.176,-0.085,-0.185,-0.218,-0.264,-0.036,-0.187,-0.082,-0.056,-0.109,-0.085,-0.038,-0.041,-0.095,-0.138,0.050,-0.038,0.126,-0.019,-0.031,-0.070,0.067,0.438,3.408,58.756,316.640,488.606,210.122,19.583,1.478,0.958,1.008,1.120,1.027,1.311,1.439,1.329,1.845,1.821,1.677,2.015,2.138,2.291,2.314,2.354,2.207,2.728,2.485,2.751,3.160,2.886,2.937,2.900,3.308,3.228,3.150,3.144,2.839,3.084,2.916,3.094,3.028,2.940,2.936,3.520,3.680,3.666,3.371,3.522,2.865,3.478,2.374,2.151,2.412,2.648,2.075,2.475,2.562,2.369,2.223,2.070,1.706,1.603,1.745,1.727,1.758,1.652,1.552,1.775,1.455,1.080,0.917,1.190,0.981,0.947,1.204,1.079,0.875,0.931,0.787,0.368,1.050,
