375,-5.477,-3.758,-3.137,-2.430,-2.443,-2.515,-2.796,-2.215,-2.214,-1.623,-1.812,-2.084,-1.835,-1.208,-1.400,-1.353,-1.599,-1.271,-1.275,-1.174,-1.403,-1.016,-1.425,-1.188,-1.012,-1.090,-1.241,-1.188,-1.167,-1.114,-0.917,-1.134,-1.093,-1.172,-0.955,-0.763,-1.022,-0.823,-0.902,-0.949,-0.866,-0.924,-0.835,-0.868,-0.608,-0.703,-0.492,-0.597,-0.821,-0.569,-0.773,-0.680,-0.256,-0.484,-0.604,-0.554,-0.423,-0.271,-0.191,0.668,27.897,212.526,700.892,603.076,151.393,8.490,2.003,2.443,3.008,3.683,3.698,4.700,4.656,5.701,7.451,6.342,9.710,9.374,10.353,10.106,12.196,11.959,13.411,13.178,14.638,17.214,15.595,17.765,18.454,22.570,22.275,22.058,22.509,20.874,20.541,21.511,21.745,23.051,22.695,22.849,22.485,22.772,22.997,24.949,23.012,23.680,23.023,23.304,22.207,22.169,21.184,22.143,21.290,21.514,19.499,19.947,20.357,19.350,18.238,19.156,18.038,17.944,18.019,16.574,17.013,16.628,16.981,15.969,14.589,14.248,13.520,14.010,13.466,13.247,12.287,11.263,11.303,12.214,10.320,10.734,10.326,9.942,8.585,10.240,7.747,8.116,8.409,9.159,7.113,6.996,6.307,5.649,6.025,5.856,5.576,5.702,4.823,3.847,5.225,4.389,4.322,4.977,4.806,3.317,3.112,2.713,3.291,3.011,2.395,3.552,2.732,2.413,2.080,2.467,2.449,1.898,
380,-4.883,-4.145,-3.348,-2.726,-1.755,-2.610,-2.031,-2.217,-2.303,-1.829,-1.915,-1.643,-1.370,-1.583,-1.591,-1.260,-1.574,-1.421,-1.323,-1.270,-1.227,-1.163,-0.889,-1.264,-1.094,-1.129,-1.043,-0.860,-1.103,-0.925,-0.986,-1.042,-0.777,-0.756,-0.887,-1.068,-0.737,-0.852,-0.902,-0.968,-0.929,-0.706,-0.820,-0.717,-0.781,-0.915,-0.621,-0.680,-0.576,-0.659,-0.594,-0.577,-0.540,-0.656,-0.207,-0.099,-0.611,-0.391,-0.239,-0.033,-0.111,0.174,3.327,123.204,590.671,926.978,407.389,48.364,2.974,2.649,2.009,2.599,3.400,4.227,4.127,4.218,5.330,5.972,7.106,7.975,8.179,9.290,10.111,10.933,12.024,12.256,12.211,13.707,15.103,15.348,15.072,18.106,19.188,20.289,19.395,20.897,19.090,18.754,18.843,19.771,19.018,20.717,21.540,20.312,20.776,21.099,20.057,20.153,20.070,21.015,20.369,20.325,19.836,19.779,19.992,18.178,19.073,17.597,19.095,16.636,16.819,17.620,18.261,15.173,15.964,15.459,14.752,14.385,13.727,14.146,12.425,12.719,12.439,12.086,11.681,11.462,10.212,10.319,9.858,10.057,10.076,8.437,7.324,8.741,8.853,7.053,7.766,6.343,6.758,6.514,6.305,6.133,5.206,5.654,5.857,4.710,4.405,5.058,5.249,4.386,3.826,3.069,3.776,4.005,2.810,2.998,3.278,2.960,2.817,2.728,1.816,2.123,1.708,1.659,1.806,2.038,
385,-3.838,-3.696,-2.768,-2.963,-2.715,-2.160,-2.524,-2.276,-1.818,-2.132,-2.088,-1.414,-1.524,-1.625,-1.573,-1.572,-1.393,-1.628,-1.094,-1.544,-1.225,-1.218,-1.233,-1.108,-1.095,-1.090,-1.242,-0.948,-1.166,-1.149,-0.835,-0.729,-0.869,-0.856,-1.008,-0.888,-0.896,-0.820,-0.888,-0.790,-1.055,-0.602,-0.902,-0.779,-0.910,-0.843,-0.850,-0.775,-0.610,-0.529,-0.533,-0.703,-0.708,-0.526,-0.652,-0.458,-0.439,-0.209,-0.622,-0.424,-0.338,-0.263,-0.268,-0.317,0.549,16.625,216.889,651.081,651.795,176.916,13.650,1.823,2.419,2.637,2.411,3.424,3.802,4.162,4.228,5.789,5.999,7.645,6.346,7.456,9.000,10.083,9.906,11.390,10.170,11.085,12.561,13.529,13.705,13.655,16.383,16.559,17.542,18.305,18.391,19.180,17.309,17.083,16.223,17.360,17.868,17.538,17.475,19.002,17.277,18.904,17.960,17.650,16.559,17.654,16.528,15.580,17.175,17.185,16.658,15.224,14.732,15.542,14.547,15.272,15.331,13.606,13.107,13.390,12.660,11.808,11.405,10.991,11.633,10.792,11.182,10.593,10.166,10.229,9.558,9.971,8.728,7.968,7.930,7.848,7.401,7.429,7.395,6.830,5.854,5.104,5.608,5.913,4.992,4.160,4.546,5.336,3.847,4.366,3.840,4.205,3.994,3.462,3.693,2.923,2.661,3.172,3.177,2.049,2.571,2.364,1.678,2.479,2.244,1.485,2.363,1.436,
390,-3.072,-4.346,-2.576,-2.675,-3.062,-2.147,-2.206,-2.001,-1.487,-1.813,-1.603,-1.570,-1.327,-1.396,-1.379,-1.228,-1.444,-1.423,-1.453,-1.242,-1.080,-1.283,-1.196,-1.022,-1.133,-1.118,-1.208,-1.079,-1.062,-1.027,-0.842,-1.118,-1.087,-0.872,-0.743,-0.983,-0.731,-0.767,-0.769,-0.911,-0.832,-0.755,-0.773,-0.727,-0.629,-0.750,-0.561,-0.779,-0.794,-0.760,-0.722,-0.704,-0.376,-0.408,-0.538,-0.584,-0.649,-0.528,-0.389,-0.382,-0.556,-0.223,-0.297,-0.378,-0.087,-0.281,0.236,3.129,78.993,445.308,728.156,367.555,42.469,2.678,1.657,1.640,2.347,2.886,3.359,4.380,3.810,4.574,5.301,5.753,5.745,7.146,7.532,8.071,8.575,9.028,9.498,11.347,10.411,10.331,11.500,11.970,13.064,14.110,14.456,15.415,17.841,16.255,14.733,15.123,14.426,14.162,14.860,14.334,15.355,15.293,14.945,15.145,14.666,13.376,14.580,15.465,14.429,14.381,14.245,14.080,13.526,14.166,13.171,11.850,12.472,11.825,11.876,11.990,11.012,10.884,11.210,10.853,10.541,9.878,10.039,10.606,8.343,9.014,8.172,8.712,7.170,7.096,8.083,6.883,7.163,7.616,7.471,6.439,6.769,5.954,4.730,5.290,4.191,4.299,4.154,4.152,4.675,3.532,3.746,3.511,4.001,3.718,2.389,3.125,2.982,2.765,1.328,2.991,2.466,2.112,2.095,1.930,2.316,1.842,1.457,1.681,
395,-3.795,-3.935,-2.193,-2.440,-2.156,-2.252,-1.750,-2.066,-2.276,-1.656,-1.489,-1.463,-1.555,-1.569,-1.383,-1.155,-1.157,-1.083,-1.111,-1.142,-1.143,-1.021,-1.077,-1.253,-1.173,-0.927,-1.076,-0.900,-0.874,-0.837,-0.914,-0.743,-0.698,-0.709,-0.548,-0.779,-0.659,-0.737,-0.689,-0.695,-0.688,-0.657,-0.753,-0.629,-0.736,-0.529,-0.439,-0.619,-0.643,-0.567,-0.568,-0.346,-0.605,-0.519,-0.580,-0.592,-0.494,-0.479,-0.382,-0.370,-0.311,-0.382,-0.408,-0.364,-0.273,-0.195,-0.109,-0.136,-0.110,0.721,18.153,197.334,637.214,582.615,143.037,7.512,1.365,1.600,1.758,2.303,3.048,2.728,2.844,3.639,4.218,4.808,5.600,6.017,6.597,6.073,6.766,7.121,7.250,7.909,9.505,9.447,9.175,10.029,10.080,11.047,12.629,12.684,12.598,13.116,13.048,13.217,13.118,12.959,12.136,12.738,13.093,12.831,13.455,12.128,12.307,12.143,12.836,12.193,11.823,11.132,11.457,11.820,11.390,10.808,10.643,10.873,9.866,9.926,10.039,9.658,8.846,8.728,9.517,8.030,8.159,8.603,8.609,8.196,7.315,6.963,7.076,6.883,7.642,6.712,6.503,5.729,6.255,5.361,5.016,4.993,4.884,3.893,4.795,4.396,3.800,3.799,3.279,3.404,3.009,4.150,3.099,2.393,3.324,2.786,2.054,1.940,2.385,1.700,2.586,1.834,1.993,1.652,1.136,1.245,0.758,1.383,
400,-4.933,-4.255,-2.720,-2.408,-1.564,-1.920,-1.683,-1.976,-1.883,-1.451,-1.380,-1.434,-1.286,-1.204,-1.338,-1.020,-1.085,-1.258,-0.996,-1.057,-1.142,-0.978,-0.951,-1.049,-0.796,-0.968,-0.778,-0.801,-0.845,-1.007,-0.784,-0.859,-0.587,-0.658,-0.730,-0.758,-0.852,-0.630,-0.790,-0.496,-0.670,-0.665,-0.443,-0.713,-0.433,-0.536,-0.650,-0.557,-0.647,-0.520,-0.627,-0.589,-0.436,-0.585,-0.507,-0.486,-0.432,-0.560,-0.470,-0.329,-0.454,-0.310,-0.295,-0.260,-0.306,-0.240,-0.339,-0.227,-0.272,0.152,-0.176,0.039,2.858,57.217,386.774,652.935,343.922,42.683,2.056,1.413,1.414,1.787,1.535,2.647,3.029,2.918,3.519,3.520,4.607,4.777,5.081,5.554,5.689,6.118,6.311,6.968,7.687,7.790,7.504,9.321,8.445,9.297,9.437,9.992,10.610,10.494,12.230,13.092,11.488,11.013,11.387,10.314,11.208,10.665,10.699,10.770,10.792,10.117,9.636,10.097,9.946,9.425,9.917,9.741,9.338,9.526,9.684,9.185,9.231,8.743,8.593,8.275,8.577,7.716,7.544,8.110,7.173,7.321,6.785,6.538,6.420,6.143,5.787,5.203,5.781,5.831,5.364,4.316,4.511,4.215,4.867,3.865,3.706,3.434,4.337,3.597,3.031,3.847,3.622,2.598,2.992,3.504,1.981,2.395,2.702,1.162,1.385,2.403,1.670,2.281,1.473,1.758,1.293,1.070,0.854,1.061,
405,-3.389,-3.702,-3.121,-2.310,-2.161,-1.955,-2.273,-2.293,-1.864,-1.648,-1.469,-1.392,-1.408,-1.208,-1.091,-1.160,-1.124,-1.050,-1.056,-1.015,-1.118,-1.014,-0.990,-0.988,-0.782,-0.830,-0.793,-0.772,-0.800,-0.838,-0.757,-0.903,-0.777,-0.900,-0.822,-0.673,-0.602,-0.597,-0.807,-0.529,-0.585,-0.795,-0.641,-0.443,-0.721,-0.800,-0.675,-0.620,-0.642,-0.645,-0.654,-0.709,-0.461,-0.560,-0.495,-0.506,-0.586,-0.486,-0.528,-0.613,-0.502,-0.376,-0.288,-0.479,-0.402,-0.344,-0.326,-0.362,-0.328,-0.277,-0.299,-0.438,0.101,-0.129,0.914,25.478,203.838,592.760,457.082,103.848,5.530,1.575,1.607,1.812,1.960,1.965,2.249,3.057,2.841,3.459,3.707,5.314,4.665,5.373,4.976,5.996,6.710,6.114,6.550,6.870,6.912,7.688,7.726,7.750,8.857,8.895,8.939,10.563,10.337,10.975,11.352,10.968,11.001,9.848,10.453,10.065,9.699,10.085,10.015,9.897,9.881,9.317,8.833,9.057,9.828,7.843,8.494,8.109,8.365,7.971,7.758,7.435,8.787,8.187,6.852,7.676,7.252,6.275,5.621,6.716,5.457,6.105,6.149,5.556,5.142,4.956,4.792,5.016,5.749,4.812,4.273,4.144,3.976,4.330,4.122,3.886,3.113,2.886,3.239,2.970,2.678,2.761,2.732,1.691,2.226,2.206,2.279,1.430,1.810,1.492,1.581,0.940,1.821,1.422,1.031,1.594,
410,-3.232,-3.860,-2.700,-2.713,-2.391,-2.546,-2.089,-1.369,-1.837,-1.530,-1.071,-1.264,-1.080,-1.362,-1.374,-0.962,-1.194,-0.980,-1.041,-1.166,-0.698,-1.064,-0.976,-1.001,-0.985,-0.887,-0.909,-0.853,-0.988,-0.766,-0.738,-0.839,-0.817,-0.768,-0.725,-0.652,-0.579,-0.690,-0.672,-0.695,-0.772,-0.617,-0.684,-0.561,-0.677,-0.700,-0.522,-0.623,-0.578,-0.506,-0.558,-0.509,-0.640,-0.554,-0.673,-0.631,-0.553,-0.460,-0.541,-0.403,-0.523,-0.440,-0.286,-0.367,-0.370,-0.412,-0.492,-0.383,-0.439,-0.254,-0.465,-0.445,-0.148,-0.144,-0.153,-0.007,0.043,4.047,91.993,422.901,608.834,228.488,24.585,1.484,1.484,1.600,1.651,1.935,2.374,3.086,3.127,3.299,3.936,3.833,4.432,4.755,5.141,5.156,6.299,6.725,6.659,7.284,7.257,6.823,8.226,7.216,8.120,9.233,8.579,8.955,8.795,10.110,9.160,10.131,10.618,11.637,10.263,9.320,9.431,9.184,9.240,9.460,10.061,9.390,9.102,8.525,8.278,8.891,8.782,8.033,8.113,7.855,7.208,6.563,6.689,7.176,7.617,7.236,6.061,7.527,6.187,6.341,5.972,6.409,5.817,5.310,4.772,5.319,5.085,3.841,4.601,4.228,4.000,3.220,4.084,2.773,3.653,3.141,2.383,3.458,2.715,2.608,2.762,2.542,2.052,2.307,1.657,1.914,1.928,1.515,1.739,1.545,1.666,1.562,1.369,1.022,
415,-4.145,-3.642,-2.309,-2.773,-2.032,-2.027,-2.099,-1.898,-1.437,-1.549,-1.633,-1.254,-1.194,-1.018,-1.296,-1.292,-0.931,-0.966,-1.139,-1.287,-0.854,-0.967,-1.003,-0.958,-0.879,-0.901,-0.950,-0.662,-0.648,-0.614,-0.794,-0.788,-0.557,-0.741,-0.748,-0.735,-0.553,-0.527,-0.639,-0.366,-0.788,-0.734,-0.779,-0.705,-0.554,-0.632,-0.456,-0.488,-0.733,-0.556,-0.597,-0.563,-0.607,-0.547,-0.572,-0.583,-0.573,-0.485,-0.542,-0.542,-0.507,-0.486,-0.467,-0.204,-0.328,-0.309,-0.409,-0.228,-0.398,-0.410,-0.423,-0.443,-0.512,-0.268,-0.381,-0.230,-0.250,-0.004,0.174,0.632,20.260,256.154,718.344,568.586,109.343,5.737,1.909,1.455,1.664,2.148,2.444,2.572,2.341,3.075,3.336,3.483,4.232,4.175,5.626,5.334,5.503,5.187,5.898,6.986,6.719,6.513,7.079,6.749,7.592,7.410,7.340,8.934,8.006,8.123,9.646,9.265,10.164,9.580,10.682,9.353,8.731,8.533,7.622,7.480,8.000,7.864,8.181,7.528,8.224,8.264,7.911,7.292,6.938,7.178,6.071,6.958,7.522,6.159,6.720,5.821,5.458,6.154,5.302,5.336,5.182,5.095,5.097,5.754,4.682,4.679,4.467,4.190,3.016,3.339,3.187,3.278,4.130,3.393,2.743,3.288,3.043,2.702,2.482,2.470,2.522,1.325,1.995,2.058,2.150,1.599,1.765,2.020,1.386,0.914,0.606,1.587,
420,-4.387,-3.754,-2.524,-1.917,-2.210,-1.375,-1.905,-1.678,-1.803,-1.688,-1.287,-1.281,-1.519,-1.172,-1.237,-1.102,-0.856,-0.591,-1.062,-0.983,-0.855,-0.664,-0.664,-0.803,-0.586,-0.793,-0.746,-0.657,-0.711,-0.705,-0.571,-0.803,-0.519,-0.557,-0.658,-0.656,-0.553,-0.582,-0.760,-0.600,-0.507,-0.641,-0.614,-0.399,-0.672,-0.512,-0.686,-0.532,-0.700,-0.500,-0.630,-0.440,-0.652,-0.591,-0.497,-0.514,-0.384,-0.608,-0.439,-0.539,-0.530,-0.450,-0.328,-0.491,-0.471,-0.330,-0.172,-0.360,-0.179,-0.448,-0.200,-0.264,-0.419,-0.303,-0.340,-0.084,-0.218,-0.201,-0.169,-0.235,-0.320,0.017,5.539,91.370,388.336,474.657,160.576,13.489,1.399,1.053,1.747,1.571,1.919,2.121,2.748,2.674,2.961,3.026,3.168,4.094,4.190,4.683,4.999,5.102,5.284,4.958,5.780,6.142,6.149,7.170,7.357,6.870,7.374,6.565,6.500,7.300,8.282,8.308,8.264,7.507,9.115,8.411,7.908,7.196,7.555,7.571,6.695,7.546,6.632,7.194,6.679,6.207,7.144,6.393,6.331,6.190,5.608,5.979,5.840,5.233,5.725,5.682,5.831,5.314,4.809,4.371,5.551,4.513,4.815,4.132,3.904,3.848,3.563,3.364,3.259,2.861,3.071,2.878,3.210,2.491,2.602,2.300,2.563,1.689,2.079,2.083,2.088,2.069,1.460,1.728,1.412,1.109,1.116,1.395,1.215,1.014,
425,-3.851,-3.508,-2.361,-1.380,-2.267,-1.884,-1.627,-1.197,-1.774,-1.582,-1.402,-1.370,-1.216,-1.199,-1.214,-1.039,-1.158,-0.918,-0.942,-0.958,-0.950,-1.000,-0.987,-0.855,-0.701,-0.838,-0.519,-0.614,-0.715,-0.734,-0.719,-0.747,-0.538,-0.691,-0.625,-0.606,-0.703,-0.468,-0.539,-0.674,-0.498,-0.630,-0.529,-0.533,-0.524,-0.505,-0.487,-0.493,-0.555,-0.606,-0.525,-0.624,-0.504,-0.447,-0.577,-0.372,-0.415,-0.384,-0.456,-0.345,-0.252,-0.437,-0.432,-0.427,-0.235,-0.339,-0.348,-0.272,-0.300,-0.300,-0.440,-0.460,-0.131,-0.373,-0.317,-0.339,-0.362,-0.074,-0.282,-0.259,-0.183,-0.159,-0.239,-0.088,1.002,23.178,181.600,418.021,305.228,53.742,3.033,1.106,1.206,1.561,1.878,1.840,2.192,2.421,2.462,3.192,3.405,3.275,3.677,4.290,4.386,4.164,4.162,4.568,5.118,5.107,5.301,5.683,5.708,5.902,6.129,5.908,5.784,5.784,6.571,6.614,6.576,6.974,7.697,7.506,7.539,6.601,6.830,6.285,6.252,6.151,5.478,5.645,5.814,6.064,5.755,6.117,5.833,5.422,5.129,5.160,5.575,4.723,4.604,4.608,4.839,4.089,3.890,3.791,3.382,3.453,3.795,3.811,3.436,3.148,3.465,3.152,3.384,2.874,2.313,2.490,3.128,1.881,2.355,2.747,1.994,1.959,1.563,1.442,1.954,1.716,1.226,1.076,0.919,1.046,0.863,1.111,
430,-3.515,-3.110,-2.310,-2.068,-1.529,-1.668,-1.822,-1.758,-1.815,-1.676,-1.133,-1.499,-0.983,-1.106,-0.879,-0.912,-0.785,-0.990,-0.669,-0.829,-0.846,-0.675,-0.942,-0.465,-0.747,-0.605,-0.631,-0.611,-0.797,-0.760,-0.472,-0.624,-0.607,-0.662,-0.611,-0.715,-0.663,-0.664,-0.738,-0.439,-0.415,-0.514,-0.340,-0.588,-0.640,-0.605,-0.608,-0.405,-0.549,-0.555,-0.479,-0.524,-0.494,-0.275,-0.359,-0.468,-0.467,-0.382,-0.360,-0.399,-0.343,-0.319,-0.353,-0.407,-0.368,-0.395,-0.383,-0.294,-0.318,-0.151,-0.425,-0.420,-0.187,-0.440,-0.484,-0.325,-0.343,-0.458,-0.268,-0.104,-0.231,-0.126,-0.125,-0.249,-0.264,-0.015,0.051,4.604,53.706,266.496,361.322,164.455,18.428,1.280,1.023,1.444,1.602,1.640,2.355,2.301,2.334,2.437,3.234,2.241,2.785,3.055,3.386,4.131,3.731,4.030,4.871,4.250,4.545,4.377,4.716,4.527,4.532,4.917,5.577,5.320,4.897,4.817,5.391,6.086,4.916,5.807,6.225,5.773,6.187,5.445,5.565,4.995,5.252,4.375,5.424,4.555,4.640,3.893,4.645,4.104,4.461,4.002,3.759,4.097,4.562,3.291,3.549,3.511,3.298,3.064,3.623,2.774,3.052,3.042,3.182,2.727,2.757,2.174,2.948,3.002,2.244,2.051,1.972,1.680,1.555,2.035,1.123,1.056,1.178,1.321,1.396,1.244,0.954,1.316,1.268,0.136,
435,-3.470,-3.404,-2.059,-2.037,-1.424,-1.879,-1.589,-1.272,-1.347,-1.013,-1.026,-0.894,-1.096,-1.220,-1.012,-0.790,-0.919,-0.615,-0.715,-0.960,-0.810,-0.799,-0.831,-0.568,-0.689,-0.504,-0.671,-0.630,-0.680,-0.597,-0.551,-0.628,-0.700,-0.550,-0.526,-0.425,-0.497,-0.312,-0.602,-0.340,-0.383,-0.518,-0.418,-0.547,-0.491,-0.493,-0.505,-0.466,-0.377,-0.411,-0.521,-0.459,-0.465,-0.325,-0.380,-0.457,-0.424,-0.123,-0.402,-0.392,-0.414,-0.385,-0.315,-0.366,-0.228,-0.301,-0.351,-0.303,-0.308,-0.445,-0.388,-0.338,-0.254,-0.366,-0.347,-0.421,-0.206,-0.116,-0.318,-0.402,-0.188,-0.343,-0.097,-0.034,-0.091,0.002,-0.223,-0.043,-0.033,0.591,20.480,141.213,340.490,235.611,47.231,2.772,1.100,1.169,1.620,1.459,1.917,2.080,2.002,1.921,2.039,2.606,2.719,2.648,2.820,2.970,3.473,3.865,3.745,3.820,3.600,3.904,4.099,4.182,4.595,4.634,4.534,4.547,4.325,4.011,4.412,4.757,4.937,4.131,5.933,4.453,5.595,5.331,4.948,5.283,4.496,4.466,4.304,4.503,3.949,3.471,3.897,4.135,3.934,3.972,3.854,3.379,3.615,2.924,2.587,3.427,2.743,2.892,2.564,2.744,3.040,2.503,2.227,2.755,2.039,1.622,2.224,2.059,1.646,2.226,1.772,2.277,1.565,1.320,1.108,1.127,1.563,1.385,0.532,0.810,1.365,1.095,
440,-3.351,-2.667,-2.057,-1.486,-1.720,-1.452,-1.184,-1.634,-0.609,-1.045,-0.975,-1.204,-0.971,-0.891,-0.640,-0.732,-0.909,-0.540,-0.619,-0.802,-0.816,-0.614,-0.639,-0.687,-0.435,-0.673,-0.590,-0.711,-0.613,-0.519,-0.417,-0.462,-0.481,-0.536,-0.643,-0.548,-0.436,-0.454,-0.497,-0.508,-0.479,-0.435,-0.517,-0.348,-0.540,-0.340,-0.485,-0.437,-0.395,-0.362,-0.455,-0.370,-0.367,-0.414,-0.280,-0.217,-0.406,-0.307,-0.371,-0.353,-0.197,-0.216,-0.377,-0.298,-0.203,-0.349,-0.283,-0.335,-0.249,-0.214,-0.335,-0.298,-0.299,-0.311,-0.348,-0.310,-0.269,-0.304,-0.169,-0.146,-0.312,-0.178,-0.250,-0.066,-0.138,-0.183,-0.150,-0.166,-0.055,0.177,0.019,0.280,2.906,48.493,213.198,303.037,121.472,14.875,1.333,0.965,1.102,1.567,1.621,1.342,1.962,2.129,1.996,1.779,2.261,2.547,2.487,2.514,2.829,3.500,2.679,3.325,3.759,3.386,3.900,3.474,4.086,3.811,3.252,4.141,3.810,4.156,4.473,3.623,4.360,3.555,4.358,4.407,4.783,4.874,4.517,4.072,4.318,3.817,3.903,3.642,3.296,3.412,3.186,3.021,3.465,3.263,2.946,3.210,2.637,2.772,2.503,2.856,2.510,2.419,2.231,2.296,2.304,2.598,2.106,1.703,1.453,1.985,1.960,1.536,1.271,1.558,1.481,1.409,1.204,1.156,1.527,0.678,0.684,1.112,0.286,0.532,
445,-2.834,-2.362,-2.418,-1.752,-1.343,-1.718,-1.574,-1.030,-1.252,-1.238,-1.218,-1.013,-1.157,-0.654,-0.836,-0.858,-0.753,-0.688,-0.717,-0.558,-0.672,-0.523,-0.691,-0.738,-0.657,-0.519,-0.743,-0.543,-0.527,-0.650,-0.491,-0.552,-0.343,-0.462,-0.479,-0.645,-0.398,-0.527,-0.457,-0.451,-0.502,-0.365,-0.409,-0.240,-0.252,-0.512,-0.388,-0.324,-0.374,-0.501,-0.366,-0.463,-0.405,-0.306,-0.371,-0.313,-0.286,-0.374,-0.003,-0.179,-0.325,-0.335,-0.347,-0.366,-0.301,-0.278,-0.337,-0.372,-0.348,-0.316,-0.326,-0.355,-0.360,-0.278,-0.233,-0.369,-0.266,-0.226,-0.178,-0.247,-0.134,-0.227,-0.225,-0.167,-0.105,-0.153,-0.202,-0.156,-0.168,-0.063,-0.075,-0.124,0.001,0.184,0.450,11.204,104.951,276.291,237.055,55.470,4.590,0.793,1.081,0.741,1.394,1.334,1.448,1.557,1.959,1.786,1.926,1.868,2.197,2.415,2.587,2.525,2.915,2.958,3.146,3.259,2.840,2.823,3.076,3.302,3.029,3.109,3.230,3.531,2.902,3.170,3.397,3.646,3.689,4.106,4.028,3.506,3.699,3.631,4.120,4.062,3.651,3.637,3.073,2.889,2.876,2.856,2.780,2.659,2.500,2.563,2.804,2.328,2.276,2.380,1.723,1.887,1.993,1.731,1.555,1.661,2.107,1.905,1.625,0.932,1.049,1.233,0.880,1.202,1.461,1.190,0.890,0.556,0.900,0.566,0.775,0.264,
450,-2.334,-2.052,-1.397,-1.024,-0.927,-1.182,-1.148,-1.090,-1.289,-0.922,-0.865,-1.026,-0.810,-0.796,-0.719,-0.702,-0.502,-0.684,-0.567,-0.599,-0.452,-0.616,-0.520,-0.390,-0.407,-0.410,-0.531,-0.489,-0.601,-0.505,-0.453,-0.432,-0.425,-0.314,-0.445,-0.333,-0.374,-0.369,-0.460,-0.395,-0.203,-0.368,-0.424,-0.459,-0.293,-0.491,-0.294,-0.231,-0.275,-0.280,-0.342,-0.246,-0.255,-0.268,-0.294,-0.281,-0.215,-0.322,-0.265,-0.167,-0.219,-0.233,-0.208,-0.292,-0.313,-0.238,-0.257,-0.187,-0.260,-0.180,-0.235,-0.255,-0.239,-0.191,-0.244,-0.270,-0.149,-0.242,-0.225,0.035,-0.070,-0.125,-0.132,-0.135,-0.125,0.018,-0.214,0.051,0.050,-0.180,0.059,-0.156,-0.031,-0.032,0.104,0.120,0.309,2.251,33.927,178.654,279.388,123.971,12.203,1.214,1.033,1.049,1.096,1.164,1.301,1.415,1.461,1.182,1.830,1.821,1.973,1.702,2.225,2.298,2.225,2.691,2.775,2.590,2.611,2.873,2.883,2.672,2.531,3.197,3.093,2.984,2.525,2.463,2.874,3.124,3.184,3.089,2.703,3.249,2.877,3.800,3.264,3.889,3.143,3.021,2.888,3.018,2.656,2.072,2.214,2.249,2.020,2.352,2.338,2.131,2.250,2.029,2.265,1.629,2.344,1.381,1.197,1.587,1.409,1.436,1.128,1.251,0.889,1.169,0.886,0.654,0.773,0.764,0.695,0.737,0.628,0.712,
