380,-2.952,-1.828,-2.503,-2.322,-1.522,-1.327,-1.569,-0.797,-0.968,-1.314,-1.506,-0.655,-0.913,-0.986,-0.945,-1.121,-0.909,-0.959,-1.050,-0.728,-1.080,-0.751,-0.580,-0.789,-0.663,-0.626,-0.629,-0.280,-0.412,-0.485,-0.184,-0.413,-0.308,-0.704,-0.299,-0.353,-0.452,-0.440,0.066,-0.607,-0.378,-0.410,0.139,-0.107,0.233,0.341,0.526,1.063,1.045,1.934,1.540,1.891,1.828,1.429,2.401,2.760,3.239,3.983,3.673,4.617,5.285,6.220,49.784,1161.214,1412.942,1409.487,1410.989,722.916,21.039,8.073,6.978,7.842,8.384,7.788,8.561,7.392,7.529,9.442,8.397,9.521,10.263,10.277,9.429,11.399,11.133,11.215,12.939,13.221,14.225,13.965,15.772,16.496,18.619,18.037,19.667,17.272,18.753,16.609,18.437,18.429,18.149,18.303,18.938,18.845,16.845,19.179,18.188,18.403,17.628,18.615,18.195,18.392,18.856,18.068,17.332,15.775,16.506,17.311,15.845,15.803,16.291,15.314,15.783,13.982,15.843,13.268,14.043,13.990,12.230,11.758,11.614,11.142,11.896,10.631,10.818,10.125,9.161,10.402,8.407,8.699,9.814,8.534,9.050,8.247,8.532,8.317,6.303,5.886,7.281,6.108,6.692,5.415,5.476,5.332,4.635,3.821,4.255,4.900,4.682,4.079,4.061,4.136,3.869,3.390,3.094,3.929,3.349,2.360,2.685,2.281,1.900,2.080,1.437,1.313,1.306,2.208,
385,-2.367,-2.981,-1.811,-2.261,-1.536,-1.475,-1.588,0.850,-1.120,-0.880,-1.035,-1.182,-0.628,-0.444,-0.940,-0.988,-0.732,-0.673,-0.612,-0.560,-0.419,-1.020,-0.705,-0.885,-0.167,-0.766,-0.543,-0.673,-0.762,-0.598,-0.544,-0.827,-0.370,-0.143,-0.258,-0.366,-0.690,-0.269,-0.467,-0.334,-0.374,-0.308,0.142,-0.195,-0.250,-0.091,0.187,0.213,0.384,1.103,0.772,1.017,1.408,2.102,2.148,1.576,2.596,2.226,3.438,3.056,3.520,4.441,4.785,5.683,9.185,231.954,1399.726,1399.661,1399.353,1409.951,211.143,9.234,7.748,7.872,7.903,7.539,7.297,7.309,6.293,7.815,8.071,7.924,8.449,9.729,9.302,9.693,10.898,10.589,10.278,11.134,11.580,11.561,12.024,13.079,16.293,15.864,16.022,17.398,17.018,16.680,16.099,15.737,15.048,15.272,16.209,14.829,16.497,16.456,15.277,16.473,15.835,15.091,16.893,16.305,15.919,15.561,14.407,15.979,15.317,13.954,13.898,13.345,13.900,12.757,13.318,12.294,12.664,12.613,11.319,11.978,11.178,11.775,10.626,10.291,10.081,9.563,9.655,9.098,9.028,8.636,9.039,7.840,8.616,7.328,7.888,6.565,6.783,5.748,5.802,5.580,6.017,5.384,4.588,4.942,4.982,4.186,4.490,3.907,2.773,3.825,2.957,3.405,2.816,2.898,2.921,4.335,2.362,2.890,1.912,2.849,2.050,1.812,2.130,0.447,1.507,2.179,
390,-2.086,-2.871,-1.098,-1.320,-1.353,-1.107,-1.593,-1.932,-1.162,-1.784,-0.446,-1.360,-1.005,-0.994,-0.924,-0.526,-0.716,-0.993,-1.020,-0.889,-0.971,-0.722,-0.656,-0.573,-0.596,-0.639,-0.564,-0.589,-0.609,-0.477,-0.527,-0.540,-0.838,0.031,-0.343,-0.468,-0.441,-0.459,-0.365,-0.349,-0.315,-0.015,0.425,0.313,0.582,0.449,0.504,0.199,0.372,0.734,0.778,0.983,1.167,1.657,1.856,1.813,1.495,1.368,2.423,2.397,2.435,3.440,3.581,3.726,4.126,4.933,7.207,56.602,1075.106,1372.312,1383.253,1403.928,665.878,24.085,7.211,7.068,6.925,6.944,6.505,6.678,6.572,7.415,7.372,8.104,7.880,7.911,8.250,8.217,9.024,9.153,9.224,9.023,10.338,11.533,10.352,11.422,13.082,13.438,13.921,13.850,15.523,14.447,15.433,14.831,13.376,13.364,14.476,14.727,13.845,13.716,13.171,14.060,13.836,13.270,13.436,13.332,13.558,12.833,10.792,13.484,12.399,12.477,12.274,11.112,11.856,10.925,10.701,10.827,9.483,10.418,10.126,10.579,9.413,8.808,9.008,9.007,9.208,7.893,8.804,7.652,8.034,7.433,6.771,7.145,6.234,6.331,6.637,5.991,6.127,5.293,4.338,5.018,4.772,4.856,4.292,4.112,3.727,3.759,3.950,2.868,3.264,3.415,3.262,1.893,2.563,2.956,3.208,2.124,2.944,1.569,1.425,1.469,1.340,2.358,1.123,1.410,
395,-2.787,-2.650,-0.858,-2.381,-1.374,-0.975,-1.000,-0.861,-1.359,-1.274,-0.703,-0.951,-0.730,-1.033,-0.548,-0.876,-0.783,-0.569,-0.650,-0.034,-0.740,-0.926,-0.393,-0.806,-0.403,-0.414,-0.628,-0.628,-0.737,-0.555,-0.424,-0.658,-0.444,-0.513,-0.559,-0.243,-0.395,-0.385,-0.265,-0.210,-0.501,-0.331,-0.408,-0.173,-0.130,0.000,0.391,0.220,0.013,0.110,0.459,0.425,0.714,0.863,1.002,1.152,1.374,1.250,1.980,1.434,1.791,2.235,2.911,3.071,2.730,3.790,4.294,4.258,4.444,11.190,286.410,1277.449,1292.780,1306.990,1308.319,119.505,7.857,6.056,5.962,6.489,6.170,6.664,5.974,6.082,5.492,5.293,6.654,7.451,6.764,7.010,7.874,8.275,7.838,8.382,8.929,8.606,8.581,8.964,9.511,9.738,11.477,11.842,12.894,12.919,13.110,12.117,12.874,11.437,11.751,11.027,11.640,12.825,11.058,11.050,11.112,10.723,11.550,12.131,10.593,11.317,10.861,10.469,10.835,9.434,9.914,9.986,9.356,8.758,9.807,9.642,9.091,8.711,8.137,7.687,8.158,7.415,7.102,7.604,7.145,6.917,5.986,7.418,7.660,5.915,6.559,5.874,5.307,5.155,5.477,5.063,4.443,3.852,3.982,4.208,3.246,4.693,3.506,3.194,3.606,3.871,2.555,2.817,2.714,2.732,1.994,2.705,2.214,1.981,2.204,1.626,1.454,1.664,1.141,1.925,1.354,0.998,
400,-2.608,-2.607,-1.338,-1.271,-1.576,-1.086,-1.270,-1.153,-0.741,-0.950,-0.521,-0.975,-0.748,-1.206,-1.051,-0.892,-0.854,-0.498,-0.926,-0.265,-0.992,-0.782,-0.357,-0.936,-0.796,-0.523,-0.169,-0.626,-0.235,-0.283,-0.504,-0.228,-0.585,-0.349,-0.552,-0.408,-0.276,-0.241,-0.470,-0.336,-0.248,-0.305,-0.161,-0.301,-0.199,0.017,-0.122,-0.429,-0.006,-0.026,-0.098,0.108,0.266,0.176,0.414,0.643,0.625,1.492,1.054,1.481,0.958,1.436,1.715,1.672,1.848,2.298,3.274,3.335,3.668,3.714,3.959,5.448,53.409,909.393,1276.030,1285.590,1286.258,733.865,20.428,6.350,5.402,5.794,5.088,5.439,5.231,5.075,4.755,5.376,5.664,5.370,6.661,5.979,6.183,6.377,6.686,7.480,7.873,7.835,7.351,7.846,8.475,9.029,8.857,9.478,10.302,10.376,11.537,10.854,10.879,10.125,10.657,10.172,10.979,9.956,8.962,9.580,9.966,9.750,9.265,9.740,9.432,9.108,9.040,8.628,8.692,9.284,8.445,7.878,7.669,8.354,7.431,7.971,7.443,7.760,6.679,6.564,6.144,5.976,6.675,6.355,6.552,5.783,5.761,5.413,5.267,5.540,4.402,5.145,5.000,4.670,4.189,4.243,3.269,3.351,3.755,3.359,3.098,3.031,2.387,2.788,2.661,2.788,2.459,2.323,1.776,1.382,2.403,1.205,2.181,1.536,1.177,1.331,1.618,1.401,1.107,1.433,
405,-2.662,-2.076,0.104,-1.698,-1.459,-1.177,-1.330,-1.191,-0.392,-0.706,-1.090,-0.797,-0.793,-0.748,-0.885,-0.826,-0.872,-0.993,-0.537,-0.772,-0.404,-0.345,-0.656,-0.607,-0.340,-0.411,-0.496,-0.530,-0.832,-0.591,-0.579,-0.662,-0.360,-0.204,-0.440,-0.288,-0.504,-0.457,-0.425,-0.340,-0.380,-0.336,-0.388,-0.370,-0.350,-0.306,-0.475,-0.010,0.113,-0.200,-0.005,0.008,-0.225,0.028,0.279,0.177,0.220,0.126,0.777,0.985,1.139,1.207,1.472,1.417,1.894,1.900,2.181,2.096,2.592,3.075,2.815,4.104,4.093,4.136,12.016,444.598,1315.734,1315.405,1311.322,1216.804,74.717,6.738,5.250,4.765,5.626,4.905,4.480,5.130,4.126,5.286,5.451,5.887,5.458,6.095,6.087,6.659,6.629,6.367,7.215,6.891,8.056,8.639,8.315,8.142,8.500,8.217,8.677,9.319,9.770,10.391,10.610,9.937,10.349,10.200,9.476,9.801,8.465,8.778,8.557,9.107,8.191,8.706,9.053,8.195,8.762,7.398,8.177,8.002,9.063,7.918,7.161,6.635,7.435,6.553,7.045,7.123,7.917,7.036,6.686,5.668,6.020,5.777,4.776,5.768,4.670,4.945,4.205,4.820,5.042,4.084,4.120,4.275,4.120,3.237,3.747,3.253,3.073,3.089,2.396,2.873,2.788,2.161,1.804,2.256,2.667,3.023,2.270,1.886,2.125,2.107,1.109,1.235,1.417,2.013,1.187,0.990,
410,-4.075,-1.616,-2.593,-1.965,-1.421,-2.017,-1.473,-0.675,-1.355,-1.030,-0.681,-0.847,-0.426,-0.851,-0.655,-0.906,-0.488,-0.853,-0.696,-0.412,-0.459,-0.603,-0.570,-0.654,-0.466,-0.494,-0.678,-0.612,-0.317,-0.578,-0.383,-0.355,-0.523,-0.375,-0.170,-0.419,-0.349,-0.581,-0.587,-0.441,-0.295,-0.297,-0.535,0.018,-0.339,-0.248,-0.309,-0.053,-0.127,-0.116,-0.111,-0.125,-0.048,0.096,-0.052,0.289,0.062,0.205,-0.003,0.044,0.696,0.679,0.983,1.349,0.902,1.536,1.682,1.352,2.019,2.032,2.139,2.331,3.281,3.925,3.739,4.053,6.196,68.092,1126.476,1275.953,1264.553,1245.931,425.701,10.513,4.951,5.139,5.430,5.527,4.537,4.809,4.640,4.492,4.900,5.117,5.340,6.595,6.099,6.776,6.941,6.049,7.279,6.647,7.705,7.590,6.686,7.225,7.210,7.479,8.163,8.545,9.338,9.930,10.278,10.307,9.659,8.968,8.958,7.811,8.642,8.733,8.593,8.746,8.155,8.873,7.382,7.771,8.788,8.048,7.532,7.487,8.181,7.065,6.839,7.421,6.892,6.975,7.028,6.864,5.428,6.492,5.625,6.137,5.414,5.151,4.714,5.707,4.437,4.358,4.397,4.393,4.443,4.241,3.523,3.882,3.672,4.317,3.278,3.614,3.033,3.334,2.861,2.934,1.981,2.798,1.870,2.110,2.110,1.853,1.779,1.199,1.860,1.600,1.758,1.359,0.786,1.252,
415,-3.082,-1.869,-1.140,-2.135,-1.608,-1.302,-1.131,-1.008,-1.343,-0.949,-1.340,-0.554,-0.927,-1.008,-0.835,-0.850,-0.585,-0.854,-0.943,-0.627,-0.443,-0.594,-0.498,-0.286,-0.589,-0.196,-0.493,-0.663,-0.526,-0.195,-0.430,-0.354,-0.350,-0.382,-0.218,-0.315,-0.322,-0.548,-0.409,-0.339,-0.460,-0.549,-0.121,-0.433,-0.428,-0.288,-0.264,-0.045,-0.056,-0.083,0.039,-0.308,0.004,-0.141,0.195,0.135,-0.131,-0.003,0.046,0.094,0.032,0.497,0.489,0.539,1.335,1.058,1.310,1.103,1.432,1.773,1.480,2.142,1.886,2.946,2.549,3.202,3.635,3.247,4.635,11.151,355.315,1247.244,1226.946,1208.238,1067.204,77.784,5.145,3.986,4.643,4.208,4.237,4.634,4.572,4.002,4.482,5.352,5.109,5.583,5.389,5.683,6.873,5.648,6.299,6.560,6.585,6.839,7.427,6.871,7.900,7.766,7.821,7.407,7.039,7.796,8.751,8.073,9.385,9.402,8.149,8.514,8.131,7.152,8.032,7.680,7.616,7.703,6.445,8.004,7.739,7.346,6.737,5.975,6.414,7.867,6.492,6.001,6.290,6.547,6.178,5.513,6.001,5.362,5.193,4.734,5.994,4.215,4.291,4.709,4.022,5.075,4.229,4.123,3.046,3.711,3.887,3.151,3.696,3.795,2.827,2.858,2.611,2.809,2.237,2.841,2.019,2.935,2.488,1.406,1.506,2.068,2.099,1.370,2.000,1.033,1.448,0.780,
420,-1.873,-2.290,-1.457,-1.561,-1.253,-1.314,-0.711,-1.311,-0.700,-1.398,-0.884,-0.887,-0.885,-0.810,-0.849,-0.725,-0.579,-0.750,-0.493,-0.620,-0.499,-0.462,-0.485,-0.284,-0.465,-0.252,-0.691,-0.521,-0.533,-0.272,-0.393,-0.548,-0.412,-0.267,-0.378,-0.561,-0.644,-0.387,-0.465,-0.362,-0.259,-0.448,-0.323,-0.383,-0.361,-0.012,-0.235,-0.184,0.029,-0.299,-0.124,-0.113,-0.041,0.043,-0.004,0.112,0.014,0.172,-0.119,0.059,-0.106,0.133,0.156,0.210,0.336,0.701,1.081,0.874,0.685,1.060,1.313,1.501,1.847,1.724,2.508,1.981,2.375,3.008,3.336,3.396,2.802,6.241,96.715,1066.710,1110.126,1093.236,1077.934,216.292,7.632,4.361,4.177,3.945,4.216,3.706,4.415,4.185,4.429,4.141,4.582,4.896,4.928,5.695,5.139,5.779,5.835,5.757,5.750,6.135,5.848,6.224,6.017,6.553,6.189,6.878,7.723,6.714,7.576,7.496,8.064,7.877,8.527,7.897,9.025,6.696,7.625,6.670,6.820,6.086,6.375,6.211,6.063,6.102,6.265,6.292,6.255,6.158,5.504,5.659,5.271,5.119,6.126,5.213,5.724,4.386,4.679,4.265,4.355,4.454,3.955,3.537,3.215,3.139,3.289,3.195,2.938,3.203,3.046,3.564,3.039,2.581,2.952,2.440,2.159,3.011,2.474,1.797,2.547,1.853,2.035,1.690,1.387,1.653,1.138,2.061,1.669,1.029,
425,-2.378,-1.461,-2.573,-1.675,-1.621,-1.357,-1.625,-0.914,-0.822,-1.051,-1.202,-0.920,-0.601,-0.242,-0.957,-0.749,-0.907,-0.509,-0.384,-0.498,-0.400,-0.503,-0.576,-0.726,-0.259,-0.470,-0.296,-0.212,-0.623,-0.556,-0.070,-0.557,-0.374,-0.371,-0.477,-0.284,-0.331,-0.469,-0.366,-0.257,-0.279,-0.432,-0.399,-0.220,-0.371,-0.443,-0.204,-0.005,-0.367,-0.079,-0.045,-0.233,-0.145,-0.124,-0.134,-0.149,0.164,-0.200,-0.140,0.126,-0.035,0.060,-0.043,-0.032,0.267,0.355,0.425,0.370,0.661,1.098,0.642,1.002,1.113,1.578,1.820,1.850,1.488,2.005,2.208,2.363,2.543,2.512,3.257,3.987,14.331,402.842,1050.155,1038.649,1028.902,810.589,38.647,4.858,4.019,4.013,3.936,3.668,3.894,3.540,4.004,3.491,4.794,4.278,4.513,4.776,5.080,5.215,5.415,5.254,4.669,5.844,5.431,5.837,5.728,5.281,5.779,5.261,5.812,5.880,5.800,6.183,6.756,6.578,7.128,7.186,6.241,7.260,5.708,6.042,5.536,5.794,6.381,5.432,5.875,5.511,5.384,4.958,5.112,5.670,5.065,5.444,4.286,4.782,4.644,4.480,4.577,4.275,3.706,3.205,3.460,3.936,3.883,2.421,3.338,2.940,4.342,2.938,2.674,2.292,2.724,2.555,2.483,2.284,2.141,2.053,1.957,2.261,1.518,1.180,1.608,1.184,1.304,1.038,1.098,0.465,1.176,1.673,
430,-1.405,-1.175,-1.637,-1.854,-1.381,-0.406,-1.204,-0.910,-1.044,-0.831,-1.001,-0.896,-1.000,-0.621,-0.924,-0.716,-0.833,-0.883,-0.614,-0.614,-0.456,-0.717,-0.710,-0.394,-0.336,-0.364,-0.484,-0.650,-0.538,-0.405,-0.418,-0.583,-0.438,-0.050,-0.136,-0.358,-0.373,-0.384,-0.434,-0.388,-0.385,-0.166,-0.305,-0.429,-0.288,-0.240,-0.316,-0.358,-0.291,-0.211,-0.141,-0.113,-0.286,-0.128,0.124,0.048,-0.105,-0.161,-0.144,0.156,0.003,0.074,0.141,-0.077,-0.040,-0.084,0.012,0.088,0.257,0.520,0.630,0.549,0.705,0.905,0.976,1.318,1.158,1.660,1.582,1.514,1.879,1.771,1.966,2.062,2.280,2.774,4.040,71.611,838.083,960.957,953.136,946.202,269.008,8.728,3.004,2.948,3.523,3.418,3.978,3.286,3.953,3.897,3.797,3.725,3.781,4.342,4.169,3.929,4.301,4.347,4.811,4.072,4.779,4.396,4.470,4.966,4.426,4.928,4.461,5.117,4.908,4.906,5.532,5.766,5.858,5.537,6.315,5.989,5.391,6.320,5.688,5.705,4.912,4.786,4.898,5.015,4.658,4.412,4.210,4.679,4.771,3.273,4.915,4.265,3.778,3.360,3.869,3.506,3.599,2.581,3.218,3.470,2.667,3.255,2.836,2.379,2.200,2.472,2.306,2.197,2.524,2.012,2.499,1.382,1.539,1.405,1.714,1.122,1.349,1.307,1.222,0.994,1.185,0.898,1.368,0.819,
435,-2.888,-2.076,-1.324,-0.667,-1.729,-0.931,-0.826,-0.580,-0.466,-0.734,-0.967,-1.104,-0.545,-0.705,-0.947,-0.458,-0.698,-0.518,-0.584,-0.555,-0.640,-0.561,-0.416,-0.596,-0.469,-0.360,-0.384,-0.398,-0.488,-0.344,-0.357,-0.418,-0.344,-0.169,-0.514,-0.527,-0.338,-0.347,-0.236,-0.344,-0.361,-0.313,-0.330,0.007,-0.136,-0.330,-0.165,-0.343,0.059,-0.126,-0.089,-0.183,-0.071,-0.164,-0.124,-0.060,-0.012,-0.027,-0.303,-0.204,0.087,0.080,0.000,-0.054,0.009,0.102,0.157,-0.010,0.123,-0.010,0.423,0.304,0.383,0.660,0.963,0.847,0.797,0.765,0.886,1.179,1.145,1.137,1.756,1.690,1.792,2.089,2.216,2.254,2.606,10.928,358.081,890.208,887.267,886.068,702.639,33.180,3.878,3.116,3.020,3.211,3.140,3.207,2.801,3.410,2.946,3.557,3.579,3.317,3.435,3.549,3.890,3.635,4.032,3.801,3.763,3.825,4.130,4.110,3.905,4.085,4.058,4.160,4.419,4.700,4.654,5.046,4.217,4.880,4.656,4.779,5.297,4.896,5.260,4.717,4.791,4.209,3.692,3.411,4.052,3.797,3.664,3.787,3.567,3.404,3.659,3.554,3.864,2.752,2.854,3.195,3.104,2.464,2.837,2.802,2.625,2.931,2.430,2.879,1.767,2.147,1.930,1.431,2.698,1.894,2.026,1.100,1.396,1.151,1.344,1.618,1.095,0.790,1.203,0.858,1.115,1.161,
440,-1.606,-1.670,-1.606,-1.178,-1.434,-1.037,-0.848,-0.761,-0.324,-0.687,-0.713,-0.765,-0.533,-0.784,-0.556,-0.637,-0.600,-0.489,-0.589,-0.589,-0.605,-0.439,-0.497,-0.334,-0.308,-0.381,-0.403,-0.409,-0.426,-0.436,-0.198,-0.373,-0.276,-0.504,-0.468,-0.325,-0.332,-0.519,-0.047,-0.471,-0.354,-0.212,-0.347,-0.380,-0.203,-0.261,-0.333,-0.112,-0.028,-0.357,-0.219,-0.358,-0.003,-0.173,-0.178,0.014,-0.091,-0.165,-0.079,-0.194,-0.088,-0.041,-0.028,0.011,-0.023,-0.101,-0.191,0.070,0.139,0.195,0.023,0.277,0.164,0.612,0.795,0.621,0.710,0.798,0.448,0.541,0.716,1.106,1.138,0.909,1.320,1.402,1.152,1.645,1.511,1.807,2.155,3.024,45.661,705.303,817.886,817.533,819.165,228.889,6.298,3.721,2.945,2.900,3.245,2.909,2.756,3.018,2.982,3.024,2.970,3.262,3.315,3.080,3.089,3.359,3.432,3.368,3.129,3.511,3.925,3.289,4.090,4.033,3.940,3.841,4.018,4.019,3.569,4.330,3.800,3.958,4.136,4.189,4.031,4.296,4.921,3.786,3.821,3.852,3.462,3.657,3.074,3.141,3.573,3.169,3.048,2.764,2.899,3.240,2.810,3.142,2.745,2.967,1.955,2.670,1.668,2.392,2.345,1.878,2.049,1.672,2.022,1.454,1.876,1.783,1.534,1.465,1.473,1.716,0.982,1.310,1.674,0.982,0.550,0.700,1.028,0.821,
445,-2.016,-1.679,-1.200,-1.464,-1.192,-1.191,-0.786,-0.844,-1.150,-0.434,-0.961,-0.644,-0.748,-0.349,-0.504,-0.569,-0.411,-0.336,-0.501,-0.674,-0.595,-0.073,-0.335,-0.508,-0.652,-0.384,-0.426,-0.303,-0.565,-0.328,-0.339,-0.270,-0.347,-0.460,-0.334,-0.298,-0.306,-0.448,-0.148,-0.149,-0.346,-0.283,-0.177,-0.211,-0.208,-0.311,-0.283,-0.080,-0.243,-0.221,-0.232,-0.163,-0.416,-0.195,-0.111,0.000,0.077,-0.024,-0.113,-0.170,-0.033,-0.036,-0.078,-0.037,0.067,-0.012,0.055,-0.146,0.059,0.215,0.086,0.092,0.066,0.195,0.441,0.298,0.444,0.343,0.580,0.622,0.656,0.682,0.724,0.796,0.920,0.839,0.793,1.085,1.613,1.626,1.361,1.584,1.750,2.141,5.880,185.789,814.474,816.868,819.892,683.328,50.173,3.662,2.196,2.688,2.599,2.708,2.941,2.512,2.581,2.878,2.663,2.938,2.934,2.443,2.270,3.361,3.370,3.202,3.564,3.529,3.046,3.617,3.154,3.116,3.440,3.433,3.632,3.589,3.306,3.345,3.217,3.980,3.346,3.684,3.186,3.753,3.871,3.961,3.727,3.786,3.053,2.764,3.290,3.052,2.774,2.954,2.539,3.019,2.867,2.473,2.327,2.485,2.342,2.424,2.165,1.594,2.518,1.830,1.738,1.697,1.759,1.706,1.642,1.245,1.503,1.697,1.126,1.556,1.389,1.115,0.913,0.967,1.192,0.862,0.938,0.782,
450,-1.678,-1.733,-1.317,-0.982,-0.913,-0.640,-0.612,-0.737,-0.711,-0.697,-0.404,-0.555,-0.601,-0.188,-0.322,-0.392,-0.448,-0.283,-0.334,-0.533,-0.391,-0.351,-0.536,-0.383,-0.206,-0.467,-0.332,-0.051,-0.345,-0.542,-0.362,-0.414,-0.430,-0.254,-0.114,-0.323,-0.230,-0.231,-0.094,-0.198,-0.070,-0.077,-0.020,-0.258,-0.182,-0.099,-0.101,-0.070,-0.168,-0.077,-0.202,-0.114,-0.134,-0.089,-0.062,-0.079,-0.232,0.019,-0.030,-0.064,-0.060,0.013,-0.072,-0.091,-0.020,0.017,-0.003,0.286,-0.019,0.009,0.128,-0.013,0.122,0.095,0.126,0.119,0.126,0.186,0.323,0.331,0.411,0.602,0.747,0.370,0.807,0.805,1.024,0.803,0.713,1.144,1.088,1.191,1.269,1.146,1.579,1.334,2.388,34.943,563.233,722.577,725.357,728.041,197.264,7.306,2.653,2.075,2.181,2.462,2.508,2.555,2.161,2.464,2.283,2.098,2.072,2.570,2.372,2.502,2.653,2.656,3.098,3.072,2.788,2.851,2.981,3.117,2.806,2.523,3.037,3.023,2.907,3.172,3.155,2.899,3.258,3.155,3.128,2.937,2.945,3.682,3.569,3.225,3.143,3.329,2.441,2.522,2.726,2.577,2.688,2.388,2.348,2.506,2.408,2.262,2.126,1.879,2.060,1.956,2.091,1.709,1.491,1.504,2.059,1.345,1.744,1.644,1.496,0.944,1.257,1.658,1.200,1.087,0.803,0.674,0.944,0.494,
